OBJECT TEFF E_TEFF LOGG E_LOGG FEH E_FEH LI1 E_LI1 "AGE (Gyr)" GES_FLD MEM3D
19170614+1932172 6531 65 4.24 0.17 0.06 0.05 2.5 0.17 1.445 Br44 0.9993
19170666+1932396 6761 79 4.19 0.18 -0.03 0.09 3.37 0.07 1.445 Br44 0.9998
19170833+1934095 6268 64 4.37 0.18 0.15 0.05 2.82 0.1 1.445 Br44 0.9988
19170890+1932231 6288 66 4.53 0.18 0.11 0.06 2.07 0.0 1.445 Br44 0.9997
19170961+1929259 6679 67 4.13 0.17 0.05 0.05 3.28 0.07 1.445 Br44 0.9943
19170972+1931594 6504 64 4.15 0.17 0.15 0.06 2.29 0.33 1.445 Br44 0.9999
19171000+1933207 6550 68 4.5 0.18 0.12 0.06 2.62 0.0 1.445 Br44 0.9999
19171160+1932583 4897 65 2.7 0.17 0.22 0.06 0.53 0.14 1.445 Br44 1
19171258+1931562 6449 66 4.26 0.18 0.17 0.05 3.18 0.07 1.445 Br44 0.9998
19171260+1936298 6585 78 4.37 0.18 0.02 0.09 3.1 0.08 1.445 Br44 0.9999
19171326+1934055 6725 67 4.14 0.17 0.06 0.05 3.22 0.06 1.445 Br44 0.9988
19171454+1937098 6638 65 4.22 0.18 0.12 0.05 3.29 0.1 1.445 Br44 0.9993
19171523+1933146 6526 67 4.24 0.18 0.04 0.05 2.81 0.1 1.445 Br44 0.9997
19171538+1930591 6627 66 4.39 0.17 0.05 0.05 2.25 0.0 1.445 Br44 0.9997
19171588+1932063 4725 77 2.52 0.18 0.1 0.1 -0.31 0.49 1.445 Br44 0.9999
19171832+1932559 6182 65 4.39 0.18 0.12 0.06 2.69 0.13 1.445 Br44 0.9996
19172103+1931174 6109 64 4.55 0.17 0.16 0.05 2.95 0.08 1.445 Br44 0.9991
19172439+1930201 6267 66 4.21 0.17 0.12 0.06 2.24 0.28 1.445 Br44 0.9995
19172723+1932188 6574 65 4.4 0.17 0.02 0.05 3.19 0.08 1.445 Br44 0.9995
19173018+1931575 6235 63 4.47 0.18 -0.06 0.05 2.25 0.0 1.445 Br44 0.9961
19173159+1934134 6634 66 3.98 0.17 0.11 0.05 3.2 0.08 1.445 Br44 0.9996
19170732+1930555 4801 35 2.81 0.05 0.19 0.05 0.87 0.06 1.445 Br44 0.9754
19170911+1933256 4760 35 2.72 0.06 0.22 0.05 1.07 0.06 1.445 Br44 0.9999
19171032+1932507 4732 33 2.64 0.06 0.12 0.06 1.08 0.06 1.445 Br44 0.9999
19172126+1933307 4735 33 2.83 0.05 0.2 0.04 0.42 0.12 1.445 Br44 0.9994
19172208+1933254 4742 32 2.7 0.06 0.41 0.04 1.02 0.06 1.445 Br44 1
19172255+1932012 4815 33 2.77 0.06 0.12 0.06 1.04 0.04 1.445 Br44 0.9999
06215924-0620078 6895 70 4.47 0.21 -0.24 0.06 2.85 0.17 1.413 Br73 0.9594
06220275-0619387 6787 72 4.34 0.2 -0.18 0.05 3.08 0.13 1.413 Br73 0.9575
06220302-0620421 6408 82 4.49 0.22 -0.77 0.08 2.42 0.0 1.413 Br73 0.9914
06220394-0618416 6516 81 4.68 0.22 -0.37 0.07 3.15 0.14 1.413 Br73 0.998
06221024-0618515 6821 67 3.81 0.17 -0.02 0.05 3.24 0.16 1.413 Br73 0.997
06215576-0619206 6226 80 4.4 0.22 -0.5 0.08 2.08 0.0 1.413 Br73 0.9919
06220284-0619480 6854 66 4.35 0.18 -0.48 0.05 3.19 0.13 1.413 Br73 0.9976
06220292-0617545 6944 66 3.88 0.17 -0.02 0.05 2.72 0.0 1.413 Br73 0.9984
06220380-0618487 6974 108 4.6 0.34 -0.44 0.09 3.22 0.13 1.413 Br73 0.9906
06220405-0617452 6029 81 3.13 0.22 -0.87 0.08 2.6 0.17 1.413 Br73 0.9983
06220753-0619058 6281 64 4.34 0.17 -0.46 0.05 3.08 0.14 1.413 Br73 0.9973
06220792-0618379 5987 66 3.92 0.17 -0.49 0.06 3.04 0.06 1.413 Br73 0.9997
06220963-0619535 6942 109 4.26 0.34 -0.35 0.09 2.98 0.0 1.413 Br73 0.9976
06220078-0619351 6981 86 4.33 0.22 -0.34 0.08 3.31 0.14 1.413 Br73 0.997
06220291-0618284 6993 83 4.38 0.22 -0.64 0.08 2.35 0.0 1.413 Br73 0.9971
06220561-0619010 5014 65 2.85 0.17 -0.29 0.05 1.2 0.09 1.413 Br73 0.9993
06220617-0618234 6705 66 4.06 0.17 -0.2 0.05 2.71 0.11 1.413 Br73 0.9994
06220690-0617244 6997 71 4.43 0.21 0.02 0.05 3 0.2 1.413 Br73 0.9988
06220115-0619167 5090 31 2.61 0.05 -0.24 0.05 -0.18 0.0 1.413 Br73 0.9868
06220200-0619214 4956 31 2.86 0.05 -0.22 0.05 1.24 0.05 1.413 Br73 0.9998
06220503-0618494 4457 30 2.01 0.05 -0.31 0.05 -0.05 0.09 1.413 Br73 0.9997
06221045-0619294 4825 30 2.69 0.05 -0.26 0.05 0.1 0.17 1.413 Br73 0.9998
06485198-2402166 6207 82 4.09 0.22 -0.6 0.07 2.62 0.18 1.738 Br75 0.9992
06485348-2359082 6057 83 4.96 0.22 -0.5 0.08 2.64 0.19 1.738 Br75 0.9992
06485387-2358246 6134 82 4.56 0.22 -0.72 0.08 2.25 0.0 1.738 Br75 0.9692
06485434-2359015 6266 82 2.89 0.21 -0.85 0.08 2.25 0.0 1.738 Br75 0.9997
06485478-2401202 6652 83 4.14 0.21 -0.44 0.08 2.36 0.0 1.738 Br75 0.9998
06485504-2359272 4405 65 1.9 0.18 -0.48 0.06 -0.16 0.13 1.738 Br75 1
06485597-2357575 6411 82 4.46 0.22 -0.38 0.08 2.71 0.16 1.738 Br75 0.9964
06485831-2357498 6474 83 3.47 0.22 -0.9 0.08 2.71 0.23 1.738 Br75 0.9959
06485879-2400123 6565 82 4.87 0.22 0.04 0.08 3.48 0.14 1.738 Br75 0.9998
06490061-2358116 6359 80 4.14 0.22 -0.5 0.08 2.81 0.15 1.738 Br75 0.9998
06490172-2400091 6058 82 3.68 0.22 -0.54 0.07 2.84 0.13 1.738 Br75 0.9988
06490231-2402106 6234 82 3.94 0.23 -0.67 0.07 2.37 0.0 1.738 Br75 0.9999
06490243-2359512 6122 83 4.56 0.22 -0.52 0.08 2.58 0.21 1.738 Br75 0.9811
06490252-2401176 6341 81 4.11 0.22 -0.72 0.08 2.97 0.16 1.738 Br75 0.9997
06490278-2400186 6648 83 3.79 0.22 -0.19 0.08 3.16 0.25 1.738 Br75 0.9994
06490492-2358095 6112 66 4.09 0.18 -0.62 0.05 2.25 0.17 1.738 Br75 1
06490504-2400254 6121 65 3.94 0.18 -0.71 0.05 2.29 0.26 1.738 Br75 0.9997
06490541-2400379 6275 81 4.37 0.22 -0.4 0.08 2.68 0.17 1.738 Br75 0.9619
06485207-2358389 6171 82 4.32 0.21 -0.59 0.08 2.64 0.21 1.738 Br75 0.999
06485269-2359288 6265 81 4.04 0.22 -0.73 0.08 2.92 0.17 1.738 Br75 1
06485518-2401595 6012 65 4.12 0.18 -0.46 0.05 2.12 0.15 1.738 Br75 1
06485647-2401059 6360 64 4.09 0.17 -0.6 0.05 2.61 0.15 1.738 Br75 0.9998
06485849-2359148 6381 66 4.06 0.17 -0.63 0.06 2.49 0.17 1.738 Br75 0.9999
06485964-2400269 6267 65 4.18 0.18 -0.68 0.06 2.2 0.28 1.738 Br75 0.9999
06490039-2359468 6205 64 4.27 0.18 -0.64 0.06 2.69 0.12 1.738 Br75 0.9998
06490115-2359440 5916 80 3.28 0.22 -0.92 0.08 1.91 0.0 1.738 Br75 0.968
06490125-2359231 5712 65 3.8 0.18 -0.56 0.05 1.7 0.0 1.738 Br75 0.9999
06490380-2358410 5926 64 3.79 0.17 -0.69 0.06 2.05 0.15 1.738 Br75 0.9999
06490433-2359001 6257 67 4.42 0.17 -0.53 0.05 2.42 0.0 1.738 Br75 0.9999
06490553-2400456 6630 82 4.06 0.22 -0.74 0.08 2.54 0.0 1.738 Br75 0.9999
06485365-2359414 6180 83 3 0.23 -0.81 0.08 2.23 0.0 1.738 Br75 0.9998
06485613-2401400 6241 82 3.06 0.21 -0.9 0.08 2.23 0.0 1.738 Br75 0.9996
06485652-2359317 6502 71 4.04 0.21 -0.49 0.05 2.56 0.19 1.738 Br75 0.9999
06485659-2401076 6328 65 3.88 0.17 -0.69 0.06 2.06 0.0 1.738 Br75 0.9999
06485713-2359500 6338 64 4.4 0.18 -0.81 0.06 2.61 0.16 1.738 Br75 0.9741
06485947-2359555 5760 66 3.79 0.17 -0.6 0.05 1.3 0.0 1.738 Br75 1
06485987-2359333 6142 65 4.34 0.17 -0.57 0.06 2.47 0.18 1.738 Br75 0.9994
06490040-2400214 6319 67 4.04 0.17 -0.61 0.06 2.41 0.16 1.738 Br75 0.9997
06490149-2400099 6104 65 3.78 0.17 -0.86 0.06 2.29 0.17 1.738 Br75 1
06490295-2358332 6238 81 4.48 0.22 -0.64 0.08 2.49 0.0 1.738 Br75 0.9995
06485812-2400323 5146 49 3.19 0.07 -0.38 0.05 1.26 0.08 1.738 Br75 1
06490297-2359294 4920 30 2.48 0.05 -0.39 0.05 0.37 0.0 1.738 Br75 0.9999
06490693-2401164 5174 49 3.32 0.07 -0.27 0.04 1.36 0.09 1.738 Br75 1
19014498-0027496 4647 33 2.62 0.05 0.09 0.05 1.4 0.05 1.148 Br81 1
19013240-0023593 6836 72 3.8 0.21 0.06 0.06 3.39 0.11 1.148 Br81 0.9998
19013886-0026309 6453 96 4.67 0.26 0.13 0.15 2.5 0.25 1.148 Br81 0.9952
19014648-0027210 6981 74 4.03 0.21 -0.02 0.05 3.09 0.12 1.148 Br81 0.9963
19014982-0028078 6642 82 3.98 0.22 -0.12 0.07 2.26 0.0 1.148 Br81 0.9986
19020173-0025579 7111.1 750 2.25 1.2 0.25 0.2 2.92 0.64 1.148 Br81 0.9982
19013631-0027447 4720 31 2.66 0.05 0.25 0.05 0.22 0.0 1.148 Br81 1
19013910-0027114 4857 33 2.86 0.05 0.16 0.04 0.46 0.09 1.148 Br81 1
19014004-0028129 4766 33 2.66 0.05 0.29 0.04 0.51 0.08 1.148 Br81 1
19014525-0023580 4799 33 2.74 0.05 0.27 0.04 0.84 0.05 1.148 Br81 0.9999
19014769-0025108 4705 31 2.54 0.05 0.19 0.05 0.6 0.07 1.148 Br81 1
19013633-0024141 6236 65 4.28 0.17 -0.25 0.06 2.92 0.1 1.148 Br81 0.9959
19013809-0027105 6449 72 4.1 0.21 0.17 0.06 2.62 0.2 1.148 Br81 0.9936
19014200-0026438 6863 73 3.99 0.21 0.08 0.06 2.9 0.0 1.148 Br81 0.9999
19014212-0025400 6728 84 4.4 0.22 0.35 0.07 2.61 0.22 1.148 Br81 0.9999
19014443-0026202 6498 64 4.29 0.17 0.17 0.05 3.1 0.08 1.148 Br81 0.9999
19014447-0024227 6951 71 4.06 0.21 0.12 0.05 2.57 0.0 1.148 Br81 0.9773
19014728-0025559 6526 65 4.2 0.17 0.06 0.05 3.19 0.13 1.148 Br81 0.9999
19014772-0027550 6331 66 4.25 0.18 0.12 0.05 2.72 0.17 1.148 Br81 0.9906
11124268-7722230 5111 31 4.19 0.05 0.24 0.17 3.72 0.04 0.001 Cha_I 0.9995
11100369-7633291 3836.22 70.99 4.56 0.13 -0.07 0.19 2.64 0.1 0.001 Cha_I 0.9994
08440643-4121562 6032 95 3.27 0.45 -0.14 0.16 2.7 0.16 0.014 Col197 0.9881
08442787-4117104 4572.33 143.88 4.68 0.28 0.06 0.09 3.45 0.24 0.014 Col197 0.9964
08450073-4114280 4084.33 90.26 4.79 0.18 -0.15 0.14 3.05 0.09 0.014 Col197 0.9993
08451197-4117551 5175 32 3.79 0.05 0.02 0.05 3.64 0.05 0.014 Col197 0.9965
08452200-4119051 6818 82 4.16 0.11 0.1 0.07 3.37 0.08 0.014 Col197 0.998
08440335-4117277 4031.05 101.39 3.2 0.3 0.1 0.17 3.41 0.16 0.014 Col197 0.9956
08441510-4108213 5651 94 3.68 0.66 -0.95 0.26 2.29 0.17 0.014 Col197 0.9992
08445256-4123345 3931.44 77.7 4.79 0.17 0.22 0.14 3.25 0.14 0.014 Col197 0.9985
08451740-4113537 4026.89 90.08 4.67 0.28 -0.55 0.25 2.99 0.12 0.014 Col197 0.9989
08444697-4109208 3812.69 67.42 3.41 0.22 -0.15 0.28 2.87 0.18 0.014 Col197 0.9993
08445197-4111593 3922.02 116.1 3.47 0.36 0.39 0.23 3.97 0.34 0.014 Col197 0.9993
08450529-4112031 4105.5 102.45 4.63 0.2 0.07 0.15 3.07 0.11 0.014 Col197 0.9978
08450888-4110175 4194.17 117.58 4.88 0.38 -0.41 0.21 3.21 0.13 0.014 Col197 0.9994
08450958-4107129 6033 82 4.09 0.14 0.15 0.07 3.57 0.08 0.014 Col197 0.9853
08451001-4108142 4551.47 184.46 3.28 0.62 -0.02 0.14 3.6 0.32 0.014 Col197 0.9993
08451867-4118315 4157.57 94.42 4.54 0.18 -0.14 0.13 3.08 0.09 0.014 Col197 0.9994
08452135-4114536 3851.89 76.15 3.31 0.26 -0.64 0.45 3.16 0.2 0.014 Col197 0.9992
05551148+2053580 4933 68 2.75 0.18 -0.13 0.05 0.5 0.17 2.692 Cz24 0.9996
05551293+2051397 6746 66 4.43 0.18 -0.15 0.05 3.08 0.14 2.692 Cz24 0.9983
05551338+2054472 6531 66 4.1 0.18 -0.44 0.06 3 0.09 2.692 Cz24 0.9979
05551844+2051052 6453 65 4.26 0.17 -0.29 0.06 3.06 0.07 2.692 Cz24 0.9967
05551926+2054557 6361 64 4.24 0.17 -0.08 0.05 3 0.08 2.692 Cz24 0.9973
05552185+2052338 4574 66 2.12 0.17 -0.38 0.05 0.39 0.09 2.692 Cz24 0.9989
05552219+2052225 6681 72 4.01 0.21 -0.24 0.06 3.11 0.12 2.692 Cz24 0.9964
05552348+2049008 6628 67 4.37 0.17 0.02 0.05 2.41 0.23 2.692 Cz24 0.9981
05552676+2054507 6392 82 4.46 0.22 -0.11 0.08 3.06 0.09 2.692 Cz24 0.9986
05552938+2052580 6837 66 4.06 0.17 -0.39 0.05 2.94 0.12 2.692 Cz24 0.9846
05552943+2050460 6605 82 3.78 0.21 -0.5 0.08 3.21 0.11 2.692 Cz24 0.9988
05552988+2049233 6648 66 4.03 0.17 -0.33 0.05 2.92 0.1 2.692 Cz24 0.9979
05553084+2054332 4573 65 2.13 0.18 -0.39 0.05 0.4 0.09 2.692 Cz24 0.9998
05553472+2055182 6197 82 4.06 0.22 -0.12 0.07 2.88 0.11 2.692 Cz24 0.9989
05553636+2051570 5540 66 4.11 0.17 -0.16 0.06 2.54 0.07 2.692 Cz24 0.9991
05545858+2050122 6700 84 4.33 0.21 0.24 0.08 2.97 0.21 2.692 Cz24 0.9933
05551109+2050155 6491 65 4.16 0.18 -0.14 0.05 2.38 0.17 2.692 Cz24 0.9994
05551333+2051135 6796 73 4.14 0.21 -0.36 0.06 3.34 0.13 2.692 Cz24 0.9976
05551537+2052460 6764 71 4.34 0.22 -0.21 0.06 2.8 0.0 2.692 Cz24 0.9966
05551957+2053143 6595 104 4.08 0.25 -0.26 0.09 3.07 0.11 2.692 Cz24 0.9971
05552056+2054067 6222 63 4.01 0.18 -0.3 0.06 2.32 0.0 2.692 Cz24 0.9977
05552254+2050491 6326 95 4.27 0.26 -0.62 0.16 2.76 0.15 2.692 Cz24 0.9972
05552411+2053009 6375 84 4.28 0.22 0.08 0.08 2.99 0.15 2.692 Cz24 0.9788
05552456+2055024 6762 106 4.35 0.32 -0.29 0.09 2.76 0.22 2.692 Cz24 0.9932
05552458+2050346 6751 67 4.32 0.17 0.02 0.05 2.67 0.22 2.692 Cz24 0.9989
05552552+2053182 6734 66 4.31 0.18 -0.29 0.05 3.18 0.1 2.692 Cz24 0.9968
05552601+2052538 6728 66 3.85 0.18 -0.39 0.06 3.11 0.11 2.692 Cz24 0.9935
05552816+2049065 6785 66 4.17 0.18 -0.17 0.05 3.02 0.13 2.692 Cz24 0.9987
05553282+2055059 6919 84 4.41 0.22 -0.33 0.08 2.59 0.0 2.692 Cz24 0.9898
05553347+2049399 6680 66 4.24 0.17 -0.13 0.05 2.96 0.15 2.692 Cz24 0.9987
05553596+2050575 6758 66 4.48 0.17 -0.38 0.06 3.12 0.17 2.692 Cz24 0.9963
05550908+2050282 6395 64 4.2 0.17 -0.04 0.06 2.61 0.22 2.692 Cz24 0.9989
05550926+2054462 5675 63 4.29 0.18 -0.63 0.05 2.61 0.09 2.692 Cz24 0.986
05551415+2055195 6461 65 3.98 0.17 -0.19 0.05 2.96 0.1 2.692 Cz24 0.9951
05551416+2053305 6456 65 4.26 0.17 -0.94 0.05 3.03 0.1 2.692 Cz24 0.9514
05551428+2050498 6388 65 3.98 0.18 -0.23 0.05 3.03 0.09 2.692 Cz24 0.9993
05551543+2053130 6279 65 4.43 0.17 -0.25 0.05 2.65 0.17 2.692 Cz24 0.996
05552118+2051068 6611 66 4.25 0.18 -0.14 0.05 3.24 0.08 2.692 Cz24 0.9989
05552230+2055007 6818 86 3.81 0.22 -0.28 0.08 2.67 0.0 2.692 Cz24 0.9877
05552355+2053587 6751 104 4.38 0.34 0.13 0.09 3.35 0.15 2.692 Cz24 0.9951
05552430+2052516 6745 66 4.31 0.18 -0.08 0.05 2.94 0.18 2.692 Cz24 0.999
05552434+2051399 6628 67 4.04 0.17 -0.12 0.05 2.74 0.12 2.692 Cz24 0.9985
05552584+2052445 4929 64 3.15 0.17 -0.14 0.05 1.25 0.1 2.692 Cz24 0.9902
05553995+2053468 6434 65 4.02 0.18 -0.01 0.06 2.66 0.15 2.692 Cz24 0.9987
05554095+2058385 6713 83 3.63 0.22 -0.33 0.08 3.04 0.18 2.692 Cz24 0.9884
05554484+2054006 6671 66 4.05 0.17 -0.05 0.05 2.99 0.15 2.692 Cz24 0.9976
05555226+2054293 6640 67 4.36 0.18 -0.22 0.05 2.37 0.0 2.692 Cz24 0.9888
05552306+2052396 4977 31 2.76 0.05 -0.12 0.05 0.79 0.08 2.692 Cz24 0.9994
05552611+2054581 4775 31 2.58 0.05 -0.17 0.05 1.29 0.04 2.692 Cz24 0.9996
05552626+2052342 4969 31 2.75 0.05 -0.1 0.05 0.36 0.0 2.692 Cz24 0.9631
05552710+2052163 5034 31 2.82 0.05 -0.08 0.05 0.75 0.0 2.692 Cz24 0.9797
05553437+2051191 5003 33 2.76 0.05 -0.08 0.04 0.37 0.0 2.692 Cz24 0.9997
07305767-0959446 6414 66 4.14 0.17 -0.69 0.05 2.81 0.11 2.884 Cz30 0.9998
07310130-0953595 6466 81 3.82 0.22 -0.44 0.08 2.88 0.11 2.884 Cz30 0.9995
07310411-0954370 6104 65 4.21 0.17 -1.03 0.05 2.34 0.17 2.884 Cz30 0.9996
07310432-0958110 6559 82 4.38 0.22 -0.09 0.07 2.84 0.18 2.884 Cz30 0.9955
07310725-0958110 6241 103 4.17 0.34 -0.36 0.1 2.47 0.24 2.884 Cz30 0.9978
07310731-0956369 6433 67 3.97 0.17 -0.33 0.05 2.16 0.0 2.884 Cz30 0.9998
07310805-1000255 6487 65 3.83 0.17 -0.65 0.06 2.95 0.1 2.884 Cz30 0.9998
07310898-0957057 6630 66 4.1 0.17 -0.4 0.06 3.22 0.1 2.884 Cz30 0.9998
07310992-0956439 6368 64 3.88 0.17 -0.77 0.06 2.82 0.12 2.884 Cz30 0.9998
07311174-0957118 5865 65 3.99 0.17 -0.54 0.05 2.18 0.12 2.884 Cz30 0.9999
07311382-0956065 5546 65 3.86 0.17 -0.52 0.06 2.67 0.12 2.884 Cz30 0.9999
07311528-0952385 6467 83 3.35 0.22 -0.67 0.08 2.74 0.0 2.884 Cz30 0.9997
07311616-0957187 6754 83 3.7 0.22 -0.43 0.07 2.3 0.0 2.884 Cz30 0.9991
07311634-0958149 6510 81 4.61 0.23 -0.3 0.08 2.79 0.16 2.884 Cz30 0.9996
07311837-0952133 6190 65 4.41 0.17 -0.48 0.05 2.43 0.0 2.884 Cz30 0.9994
07311933-0958052 5091 65 3.23 0.17 -0.19 0.05 1.45 0.1 2.884 Cz30 1
07312296-0958106 6368 82 4.19 0.22 -0.39 0.08 2.51 0.0 2.884 Cz30 0.9995
07305798-0956241 6723 83 3.94 0.22 -0.7 0.08 2.73 0.19 2.884 Cz30 0.9997
07310054-0955235 6518 83 4.27 0.22 -0.49 0.08 2.75 0.23 2.884 Cz30 0.9957
07310552-0955317 6400 66 4.02 0.18 -0.72 0.06 2.46 0.0 2.884 Cz30 0.9999
07310700-0958209 6640 82 3.94 0.22 -0.74 0.07 2.29 0.0 2.884 Cz30 0.9788
07310814-0956390 6619 83 4 0.22 -0.11 0.08 3.03 0.18 2.884 Cz30 0.9758
07310824-0954558 6439 66 4.06 0.18 -0.4 0.05 2.7 0.13 2.884 Cz30 0.9927
07310828-0957560 6115 79 3.64 0.22 -0.76 0.08 2.17 0.0 2.884 Cz30 0.9995
07310914-0959402 6218 84 4.38 0.22 -0.55 0.08 2.82 0.14 2.884 Cz30 0.9968
07310981-0957451 6078 64 3.76 0.18 -0.64 0.05 2.45 0.16 2.884 Cz30 0.9998
07310996-1000267 6436 64 3.95 0.18 -0.44 0.05 2.63 0.16 2.884 Cz30 0.9997
07311040-0959224 6570 67 4.1 0.17 -0.39 0.05 2.86 0.09 2.884 Cz30 0.9985
07311066-0956028 5219 66 3.69 0.17 -0.37 0.05 1.37 0.14 2.884 Cz30 0.9598
07311107-0956569 6414 80 4.43 0.22 -0.35 0.07 2.36 0.0 2.884 Cz30 0.984
07311234-0956146 6556 65 4.1 0.17 -0.54 0.05 3.03 0.08 2.884 Cz30 0.9998
07311291-0956588 5868 64 3.84 0.17 -0.42 0.05 3.01 0.07 2.884 Cz30 0.9999
07311395-0956540 5144 64 3.56 0.17 -0.35 0.05 1.47 0.09 2.884 Cz30 1
07311688-0955539 6260 82 3.8 0.22 -0.26 0.08 2.41 0.28 2.884 Cz30 0.9976
07311821-0956022 6478 84 4.21 0.22 -0.6 0.08 2.53 0.23 2.884 Cz30 0.9996
07311904-0955502 6396 67 3.79 0.17 -0.21 0.06 3.19 0.08 2.884 Cz30 0.9999
07311906-0957226 6442 66 4.11 0.17 -0.64 0.05 2.74 0.15 2.884 Cz30 0.9996
07312023-0953426 6807 83 3.94 0.22 -0.66 0.08 2.87 0.0 2.884 Cz30 0.9974
07312220-0959016 6727 85 3.81 0.22 -0.28 0.08 3.3 0.1 2.884 Cz30 0.9951
07312310-0953206 6495 83 4.18 0.21 -0.42 0.08 3.08 0.1 2.884 Cz30 0.9874
07305922-0958430 6319 84 3.78 0.22 -0.36 0.08 2.44 0.0 2.884 Cz30 0.9993
07305990-0953197 6343 81 4.68 0.22 -0.28 0.08 3.09 0.14 2.884 Cz30 0.9994
07310232-1000227 6420 66 3.55 0.17 -0.61 0.05 2.24 0.0 2.884 Cz30 0.9922
07310334-0956137 6513 65 4.11 0.17 -0.52 0.05 2.65 0.16 2.884 Cz30 0.9993
07310496-0956418 6362 64 3.77 0.18 -0.55 0.05 3.05 0.07 2.884 Cz30 0.9997
07310547-0957469 6197 66 4.25 0.17 -0.6 0.06 2.7 0.13 2.884 Cz30 0.9984
07310951-0956305 6192 84 3.74 0.22 -0.64 0.08 2.22 0.0 2.884 Cz30 0.9998
07311060-0958211 6737 66 4.15 0.18 -0.33 0.05 3.03 0.1 2.884 Cz30 0.9991
07311145-0957094 6284 84 4.27 0.22 -0.37 0.07 2.7 0.18 2.884 Cz30 0.9997
07311183-1000357 6358 82 4.05 0.21 -0.52 0.07 2.65 0.0 2.884 Cz30 0.9804
07311352-0957445 6827 66 3.92 0.17 -0.38 0.05 3.29 0.08 2.884 Cz30 0.9996
07311697-0956152 6237 65 3.72 0.17 -0.24 0.05 2.69 0.08 2.884 Cz30 0.9975
07311825-0957110 6575 64 4.22 0.17 -0.61 0.06 2.66 0.13 2.884 Cz30 0.9998
07311975-0958304 6383 65 4.27 0.17 -0.27 0.05 3.05 0.09 2.884 Cz30 0.9995
07312180-0956008 6070 83 4.1 0.21 -0.4 0.08 2.54 0.2 2.884 Cz30 0.9929
07310059-0957221 5003 31 2.48 0.05 -0.33 0.05 0.15 0.0 2.884 Cz30 0.9999
07310653-0956001 4872 30 2.62 0.05 -0.32 0.05 -0.4 0.0 2.884 Cz30 1
07310684-1000232 4964 31 2.6 0.05 -0.31 0.05 0.23 0.0 2.884 Cz30 1
07310726-0955033 4997 31 2.56 0.05 -0.34 0.06 0.32 0.0 2.884 Cz30 0.9998
07310746-0955511 4951 31 2.55 0.05 -0.32 0.05 -0.06 0.0 2.884 Cz30 1
07310960-0957183 4864 30 2.67 0.05 -0.31 0.05 1.23 0.04 2.884 Cz30 0.9988
07311072-0956335 5020 31 2.42 0.05 -0.37 0.05 0.4 0.0 2.884 Cz30 0.9667
10024405-6446231 5061 65 2.99 0.17 -0.18 0.05 1.06 0.0 4.467 ESO92_05 0.9964
10025026-6444244 5037 82 3.06 0.22 -1.09 0.08 1.69 0.19 4.467 ESO92_05 0.9993
10030969-6444066 4939 66 3.06 0.18 -0.77 0.05 1.06 0.0 4.467 ESO92_05 0.9988
10031326-6447249 4626 63 2.26 0.17 -0.55 0.05 0.27 0.22 4.467 ESO92_05 0.9999
10031427-6444317 4841 65 3.02 0.17 -0.84 0.05 1.15 0.18 4.467 ESO92_05 0.9997
10031777-6445059 4930 65 3.12 0.18 -0.47 0.06 1.08 0.25 4.467 ESO92_05 0.9996
10033203-6445560 5000 80 4.03 0.22 -0.38 0.08 1.13 0.0 4.467 ESO92_05 0.9987
10033650-6444361 4779 63 2.74 0.17 -0.41 0.05 0.64 0.0 4.467 ESO92_05 0.9999
10035037-6446152 4914 63 2.99 0.17 -0.44 0.06 1.03 0.2 4.467 ESO92_05 0.9995
10030045-6446216 4999 33 2.54 0.05 -0.27 0.05 0.57 0.0 4.467 ESO92_05 0.9998
10032565-6446376 4975 34 2.43 0.05 -0.3 0.05 1.02 0.0 4.467 ESO92_05 0.9999
10030258-6446182 4944 64 2.93 0.17 -0.38 0.06 0.51 0.92 4.467 ESO92_05 0.9936
10030553-6443550 5004 63 3.47 0.17 -0.3 0.06 1.01 0.28 4.467 ESO92_05 0.9997
10030000-6444018 5911 83 3.33 0.22 -0.29 0.08 2.82 0.19 4.467 ESO92_05 0.9923
10031710-6444488 5925 82 4.12 0.22 -0.59 0.08 2.39 0.28 4.467 ESO92_05 0.9924
10030857-6442198 4535 34 2.18 0.06 -0.39 0.05 0.22 0.0 4.467 ESO92_05 0.9995
10025724-6444299 4908 64 3.29 0.18 -0.43 0.05 1.44 0.16 4.467 ESO92_05 0.9992
10032083-6443465 4841 64 3.01 0.18 -0.42 0.05 0.99 0.3 4.467 ESO92_05 0.9781
07281554-1519217 5660 82 3.39 0.22 -0.62 0.08 2.3 0.18 3.802 Haf10 1
07281614-1522328 4950 82 3.1 0.22 -0.09 0.08 1.26 0.4 3.802 Haf10 0.9974
07282037-1522546 6321 66 4.13 0.17 -0.06 0.05 3.16 0.07 3.802 Haf10 1
07282383-1520446 6221 66 4.04 0.18 -0.19 0.05 3.01 0.07 3.802 Haf10 1
07282535-1522215 6353 63 4.42 0.18 -0.24 0.06 2.51 0.15 3.802 Haf10 1
07282538-1524180 6281 65 4.33 0.17 -0.08 0.05 2.8 0.15 3.802 Haf10 0.999
07282567-1526530 6329 70 4.05 0.21 -0.12 0.05 3 0.12 3.802 Haf10 0.9999
07282620-1524306 6390 65 3.91 0.18 -0.22 0.05 2.55 0.11 3.802 Haf10 1
07282635-1523214 5126 65 3.52 0.17 -0.11 0.05 0.73 0.27 3.802 Haf10 1
